transactionids,items,quantity
65055,Coleslaw,4
28265,Kreamed Corn,1
28265,Kreamed Corn,1
34274,Foreman,4
34274,Gossamer Golden Ale,4
72187,Caesar Salad,2
72187,Elder Betty,1
14945,Nonstop Hef Hop,2
57176,Caesar Salad,5
57176,Red Water Irish Style Red,5
57176,Cheese Pizza,1
93661,Milkshake Stout,5
35448,Garlic Bread,4
35448,El Steinber Dark Lager,1
68002,Abigale,5
68002,Abigale,5
21405,Osiris Pale Ale,4
21405,Yellow Wolf Imperial IPA,4
32609,Lobster Bisque,3
70969,Boneless Wings,4
23718,Capital Trail Pale Ale,5
23718,Capital Trail Pale Ale,2
43094,Pretzels and Cheese Dip,4
93188,Elder Betty,2
93188,Spinach and Artichoke Dip,4
33730,Redacted Rye IPA,5
33730,Redacted Rye IPA,2
75379,Smooth Operator,2
19128,Occidental Altbier,2
19128,Boy King,2
19128,Occidental Altbier,5
56725,Milkshake Stout,5
41644,Pretzels and Cheese Dip,2
41644,French Onion Soup,5
67940,Nooner,2
67940,Firefly Amber Ale,4
67940,Firefly Amber Ale,2
77148,Gose,5
74965,Gossamer Golden Ale,2
74965,Gossamer Golden Ale,4
74965,French Onion Soup,4
63780,Lobster Bisque,4
63780,Lobster Bisque,4
36962,Capital Trail Pale Ale,3
36962,Boneless Wings,1
73914,Garlic Bread,4
74124,Agent a Deux,4
79144,Cant Dog Imperial Pale Ale,3
79144,Redacted Rye IPA,4
67927,Bozone Hefe Weizen,5
67927,Yellow Collar,5
82079,Fried Calamari,4
82079,Fried Calamari,5
82079,Boneless Wings,4
28510,Smooth Operator,2
88540,Fried Calamari,4
32473,Kreamed Corn,5
32473,Agent a Deux,3
32473,Coleslaw,3
80071,Element 29,1
80071,Yeti  Imperial Stout,2
18254,Boy King,5
18254,Nooner,5
44311,Pale Dog,2
44311,Cape Cod Red,3
44311,Elder Betty,4
58495,Element 29,2
51778,Boxer Light,5
51778,Alaskan Amber,5
85803,Jack Stout,3
85803,Chips and Salsa,1
85803,Chips and Salsa,2
40594,Yellow Wolf Imperial IPA,5
40594,Onion Rings,3
53279,Snaggletooth Double Pale Ale,1
53279,Yeti  Imperial Stout,1
53279,Snaggletooth Double Pale Ale,4
69166,Tomato Basil Soup,4
69166,Yellow Wolf Imperial IPA,4
69166,Cheese Pizza,1
45908,Nonstop Hef Hop,4
45908,Yellowstone Golden Ale,5
72720,Midwest Charm Farmhouse Ale,4
72720,Onion Rings,3
72720,Elder Betty,3
56922,Grilled Cheese Trio,1
56922,Boxer Ice,1
80588,Gossamer Golden Ale,5
80588,Gose,2
97421,Nooner,4
22467,Boy King,2
22467,Jack Stout,4
94168,Hamburger,2
94168,Garlic Bread,4
86112,Elder Betty,2
59085,Yellow Wolf Imperial IPA,4
76075,Jack Pine Savage,1
19032,Agent a Deux,3
48765,Dolores River Pale Ale,5
48765,Pale Dog,4
70128,Forest Fire Imperial Smoked Rye,1
70128,Forest Fire Imperial Smoked Rye,2
29805,Chips and Salsa,5
29805,Chips and Salsa,4
58298,Gossamer Golden Ale,3
22630,Fort Pitt Ale,1
91405,La Frontera Premium IPA,5
99437,La Ferme Urbaine Farmhouse Ale,5
99437,Spinach and Artichoke Dip,3
99437,KSA,5
75400,Yellowfun Tempura Bites,4
19900,Bozone Hefe Weizen,4
68405,El Steinber Dark Lager,5
68405,El Steinber Dark Lager,4
56836,El Rojo,5
56836,French Onion Soup,5
70024,Pulled Pork Sliders,1
70024,Coleslaw,5
72978,Hamburger,3
72978,Boneless Wings,1
72978,Yeti  Imperial Stout,5
67108,Dolores River Pale Ale,1
83496,Chicken Taco,3
83496,Chicken Taco,5
57322,Pulled Pork Sliders,2
57322,Pale Dog,2
57322,Pulled Pork Sliders,3
27286,Boxer Ice,5
27286,Yellow Wolf Imperial IPA,3
24674,House Salad,4
65194,Capital Gold Golden Lager,4
65194,Snake Dog IPA,5
97811,Red Mountain Ale,3
97811,Sweet Potato Fries,3
97811,Oberon,5
81892,Snake Dog IPA,5
81892,Lobster Bisque,4
81892,Fried Calamari,2
13397,Caesar Salad,5
13397,Dottie Seattle Lager,3
63386,Dolores River Pale Ale,5
63386,Graham Cracker Porter,4
37127,Mediterranean Hummus,4
97016,Tomato Basil Soup,3
97016,Spinach and Artichoke Dip,3
97016,Snaggletooth Double Pale Ale,2
94843,Snaggletooth Double Pale Ale,3
94843,Agave Wheat,1
66349,Bozone Hefe Weizen,1
66349,Sweet Potato Fries,5
66349,Sweet Potato Fries,1
14632,Pretzels and Cheese Dip,3
80458,Grilled Cheese Trio,4
26717,Beef Taco,1
48408,Osiris Pale Ale,2
48408,Forest Fire Imperial Smoked Rye,5
48408,Osiris Pale Ale,4
40193,Capital Trail Pale Ale,1
25569,Boneless Wings,4
44984,Milkshake Stout,3
44984,Boxer Ice,2
44984,Gran Met,1
17801,Midwest Charm Farmhouse Ale,1
73047,Jack Stout,1
73047,Boxer Light,4
20418,Midwest Charm Farmhouse Ale,1
20418,Midwest Charm Farmhouse Ale,1
20418,Grilled Cheese Trio,3
17502,Paleo IPA,5
17502,Doomtree,5
65668,Cape Cod Red,2
65668,Grilled Cheese Trio,4
65668,Sweet Potato Fries,2
39582,Jack Stout,3
51441,Jack's Hard Cider,2
69091,Foreman,4
69091,Midnight Ryder,3
69091,Canyon Cream Ale,4
94982,Yellowstone Golden Ale,1
94982,Gran Met,1
94982,Pretzels and Cheese Dip,5
57054,Garlic Bread,2
57054,Garlic Bread,4
44272,Chips and Salsa,2
44272,Jack's Hard Cider,5
44272,Chips and Salsa,4
34237,Akari Shogun American Wheat Ale,3
50245,Capital Trail Pale Ale,4
50245,Yellow Wolf Imperial IPA,2
50245,Tomato Basil Soup,2
72994,Boneless Wings,3
11855,Agent a Deux,4
11855,Mediterranean Hummus,2
51243,Milk Mustachio Stout,1
51243,Midwest Charm Farmhouse Ale,2
51243,Paleo IPA,4
88668,Mediterranean Hummus,4
88668,Agent a Deux,4
40766,Fries,5
40766,KSA,4
40766,KSA,2
69042,La Frontera Premium IPA,2
99923,Chicken Taco,1
99923,Forest Fire Imperial Smoked Rye,1
99923,Smoky Wheat,4
13423,Redacted Rye IPA,4
13423,La Ferme Urbaine Farmhouse Ale,3
29427,Osiris Pale Ale,5
29427,Boneless Wings,1
29427,Osiris Pale Ale,5
80062,Capital Trail Pale Ale,1
80062,Milkshake Stout,4
80062,La Ferme Urbaine Farmhouse Ale,2
54628,Guacamole and Chips,3
69841,Lobster Bisque,3
69841,Pretzels and Cheese Dip,1
75557,Guacamole and Chips,1
75557,Kreamed Corn,2
75557,Mozarella Sticks,3
30207,Gran Met,4
30207,Gran Met,4
51046,Coleslaw,5
51046,Kreamed Corn,2
74931,Chicken Taco,4
62822,Redband Stout,5
52408,Kreamed Corn,2
52408,Midwest Charm Farmhouse Ale,5
52408,Akari Shogun American Wheat Ale,1
22881,Foreman,3
22881,Doomtree,1
55330,Coconut Shrimp,2
55330,Fort Pitt Ale,3
55330,Gossamer Golden Ale,1
82033,Guacamole and Chips,1
82033,Doomtree,4
82033,Graham Cracker Porter,4
15029,Guacamole and Chips,1
55581,Graham Cracker Porter,3
55581,Agent a Deux,4
55581,Chips and Salsa,1
41699,Red Mountain Ale,2
41699,Spinach and Artichoke Dip,1
41699,Spinach and Artichoke Dip,3
70858,Cheeseburger,2
41505,KSA,4
77230,Milkshake Stout,3
77230,Chicken Taco,4
77230,Chicken Taco,1
81500,El Steinber Dark Lager,1
81500,El Steinber Dark Lager,1
81500,Boxer Ice,3
91698,Canyon Cream Ale,2
77517,Boneless Wings,3
77517,Kreamed Corn,2
77517,Garlic Bread,4
54260,Nordic Blonde,1
54260,Agave Wheat,1
54260,Dottie Seattle Lager,4
43351,Occidental Altbier,5
43351,Agent a Deux,3
15236,Coconut Shrimp,2
79463,La Frontera Premium IPA,4
79463,Jack Stout,3
79463,Beef Taco,5
16078,Dottie Seattle Lager,1
34800,Onion Rings,2
34800,Onion Rings,1
45808,Paleo IPA,4
96651,Pretzels and Cheese Dip,1
86713,Oberon,1
86713,Chicken Taco,1
95846,Spinach and Artichoke Dip,4
36777,Yellow Collar,1
36777,Gran Met,3
36777,Chicken Tortilla Soup,5
26709,Boy King,5
21046,Foreman,2
21046,Abigale,4
21046,Foreman,5
45548,Jack Stout,5
45548,Pulled Pork Sliders,3
45548,Coleslaw,1
46871,Tomato Basil Soup,1
62746,Abigale,5
77727,Red Water Irish Style Red,2
77727,Hamburger,3
12435,Doomtree,2
12435,Gossamer Golden Ale,2
12435,Doomtree,4
71821,Cheese Pizza,3
13324,Fire Eagle IPA,5
13324,Fire Eagle IPA,1
28379,Dolores River Pale Ale,2
28379,Hamburger,4
28379,Dolores River Pale Ale,5
80488,Coleslaw,1
80488,Paleo IPA,2
65132,Grilled Cheese Trio,5
65132,Jack's Hard Cider,3
97947,Sweet Potato Fries,1
97947,Ahi Tune Bruschetta,4
84552,Nordic Blonde,5
84552,Hamburger,3
84552,Chips and Salsa,3
51309,Nonstop Hef Hop,3
51309,Yellowstone Golden Ale,3
90209,Nordic Blonde,3
90209,Elder Betty,3
90209,Milkshake Stout,2
33439,Jack Stout,2
33439,El Steinber Dark Lager,3
10997,Yellowfun Tempura Bites,2
74677,Spinach and Artichoke Dip,4
74677,Spinach and Artichoke Dip,4
10235,Nordskye ,4
20786,Onion Rings,4
20786,Boneless Wings,1
35157,Midwest Charm Farmhouse Ale,2
35157,Onion Rings,3
34487,Guacamole and Chips,2
34487,Jack the Sipper,1
34487,Jack the Sipper,1
56626,La Frontera Premium IPA,1
85419,Might As Well IPL,4
85419,Spinach and Artichoke Dip,4
85419,Graham Cracker Porter,2
62970,Redband Stout,4
62970,Buffalo Wings,5
62970,Buffalo Wings,5
87898,Yellow Collar,5
60161,Red Mountain Ale,4
60161,Red Mountain Ale,5
75952,Snake Dog IPA,2
59759,Milk Mustachio Stout,3
59759,Mozarella Sticks,1
99059,Onion Rings,5
55493,Fort Pitt Ale,1
55493,Paleo IPA,3
55493,Paleo IPA,1
89547,KSA,3
89547,Boxer Light,3
89547,Boxer Light,4
89997,Lobster Bisque,1
14699,Cheese Pizza,4
66442,Caesar Salad,5
66442,Doomtree,4
66442,Pretzels and Cheese Dip,4
45601,Dolores River Pale Ale,4
45601,Graham Cracker Porter,5
89659,Agent a Deux,3
49588,Grilled Cheese Trio,1
49588,French Onion Soup,5
49588,Jack's Hard Cider,3
12809,Nachos,2
12809,Chips and Salsa,2
12809,Nooner,2
88931,Pale Dog,4
88931,Coleslaw,4
87648,Fort Pitt Ale,1
87648,Paleo IPA,3
14557,Redband Stout,5
14557,La Ferme Urbaine Farmhouse Ale,1
58045,Pretzels and Cheese Dip,1
58045,Snaggletooth Double Pale Ale,5
58045,Spinach and Artichoke Dip,1
95326,Red Water Irish Style Red,5
66674,Chicken Tortilla Soup,1
66674,Chicken Tortilla Soup,1
82795,Chips and Salsa,3
72082,Beef Taco,5
72082,Nordic Blonde,1
17520,Redband Stout,5
17520,Doomtree,2
17520,Forest Fire Imperial Smoked Rye,3
14271,Agave Wheat,3
36227,Pale Dog,1
36227,Beef Taco,4
71459,Yellow Wolf Imperial IPA,1
71459,Kale Salad,5
71459,Yellow Wolf Imperial IPA,3
65210,Midwest Charm Farmhouse Ale,3
65210,Agent a Deux,3
65210,Agent a Deux,4
66491,Forest Fire Imperial Smoked Rye,2
66491,Boneless Wings,4
66491,Hamburger,4
25146,Pretzels and Cheese Dip,2
47615,Caesar Salad,1
47615,Caesar Salad,4
54347,Mozarella Sticks,4
34140,Boneless Wings,5
34140,Boneless Wings,2
46581,Pale Dog,3
46581,Caesar Salad,1
39639,Abigale,4
65234,French Onion Soup,5
65234,Oberon,3
65234,Kreamed Corn,3
10224,Abigale,2
10224,Paleo IPA,1
10224,Redacted Rye IPA,3
12106,Redacted Rye IPA,1
12106,Abigale,3
77965,Jack Stout,2
77965,Red Mountain Ale,5
72723,Caesar Salad,1
72723,Cape Cod Red,1
71430,Dottie Seattle Lager,4
71430,Agent a Deux,2
71430,Dottie Seattle Lager,1
99791,Tomato Basil Soup,5
99791,Firefly Amber Ale,2
87937,Boneless Wings,2
87937,Ahi Tune Bruschetta,1
45035,Pale Dog,4
45035,Firefly Amber Ale,3
51724,Cheese Pizza,5
51724,Redacted Rye IPA,1
45062,Akari Shogun American Wheat Ale,2
85349,Might As Well IPL,4
85349,Capital Gold Golden Lager,3
18064,Grilled Cheese Trio,5
47161,Spinach and Artichoke Dip,3
47161,Foreman,4
97791,Kale Salad,2
97791,Kreamed Corn,4
97791,Kreamed Corn,3
20591,Osiris Pale Ale,2
20591,Spinach and Artichoke Dip,4
11891,Chips and Salsa,2
11891,Might As Well IPL,4
11144,Snake Dog IPA,1
11144,Nooner,2
54798,Occidental Altbier,2
65834,Bozone Hefe Weizen,1
61365,Fire Eagle IPA,3
61365,Firefly Amber Ale,3
61365,Foreman,4
32905,Milkshake Stout,3
32905,Yellow Collar,2
32905,Chicken Tortilla Soup,4
72631,Fire Eagle IPA,1
72631,Canyon Cream Ale,3
72631,Elder Betty,2
49240,Boneless Wings,1
49240,Pale Dog,1
49240,House Salad,1
30231,Boxer Light,5
30231,Oberon,3
30231,Garlic Bread,1
12918,Alaskan Amber,1
19459,Canyon Cream Ale,5
19459,Coleslaw,5
21182,Mozarella Sticks,5
21182,Elder Betty,3
21182,Cape Cod Red,4
32418,Nordic Blonde,2
32418,Elder Betty,4
82476,Gose,5
82476,Gose,1
37056,Yellow Collar,4
37056,Mediterranean Hummus,1
15445,Yellow Wolf Imperial IPA,1
15445,Yellow Wolf Imperial IPA,1
15445,Jade,5
53136,Paleo IPA,3
52555,Milkshake Stout,2
70000,Abigale,5
70000,Jack's Hard Cider,3
70000,Kale Salad,2
26502,Tomato Basil Soup,4
42403,Cheese Pizza,5
42403,Foreman,5
42403,Cheese Pizza,4
20016,Yeti  Imperial Stout,1
20016,Jack Pine Savage,4
21877,Coleslaw,4
51050,Onion Rings,3
51050,Mozarella Sticks,4
51050,Agent a Deux,2
56592,Boxer Ice,3
56592,El Steinber Dark Lager,5
56592,El Steinber Dark Lager,5
94008,Oberon,1
94008,Pretzels and Cheese Dip,4
54462,Buffalo Wings,3
54462,Yeti  Imperial Stout,4
40213,Agave Wheat,2
26307,Pretzels and Cheese Dip,1
68312,Pretzels and Cheese Dip,3
21701,Agave Wheat,1
21701,Capital Gold Golden Lager,5
21701,Milk Mustachio Stout,4
57010,Coleslaw,5
57010,Gossamer Golden Ale,2
73599,Element 29,4
73599,Bozone Hefe Weizen,4
73599,Yellow Collar,1
17866,Elder Betty,3
17866,Osiris Pale Ale,1
17866,Caesar Salad,5
95193,El Steinber Dark Lager,5
95193,Coconut Shrimp,2
95193,Milkshake Stout,2
31456,Mozarella Sticks,4
92347,Spinach and Artichoke Dip,4
92347,Chicken Taco,3
84312,Yellow Collar,4
84312,Yellow Collar,5
15680,Agent a Deux,4
15680,Onion Rings,2
21983,El Steinber Dark Lager,5
98421,Caesar Salad,3
98421,Caesar Salad,2
98421,Caesar Salad,1
40363,Pulled Pork Sliders,1
40363,Jack Pine Savage,2
40363,Dottie Seattle Lager,3
43802,Grilled Chicken Quesadilla,2
62544,Capital Trail Pale Ale,2
62544,Fire Eagle IPA,1
62544,Garlic Bread,1
17284,Gose,2
78789,Red Mountain Ale,5
82189,Dolores River Pale Ale,5
82243,Red Water Irish Style Red,3
94660,Fried Calamari,4
36502,Dolores River Pale Ale,2
36502,Garlic Bread,4
36502,Cape Cod Red,2
27410,Jack Stout,4
27410,Cant Dog Imperial Pale Ale,5
27410,Jack Stout,1
63950,Milk Mustachio Stout,3
63950,Buffalo Wings,2
44854,Fries,4
90843,KSA,3
90843,Nooner,5
90843,Dos Pistolas,4
95208,Jack's Hard Cider,5
95208,Chicken Taco,3
95208,Chips and Salsa,4
80296,Gose,3
80296,Boxer Light,1
26969,Agent a Deux,4
26969,Onion Rings,4
71211,Milk Mustachio Stout,1
71211,Lobster Bisque,3
71211,Milk Mustachio Stout,2
74794,Mediterranean Hummus,5
74794,Capital Gold Golden Lager,4
64369,Forest Fire Imperial Smoked Rye,3
51926,Grilled Chicken Quesadilla,3
51926,Might As Well IPL,3
57994,French Onion Soup,5
57994,Forest Fire Imperial Smoked Rye,1
57994,Grilled Cheese Trio,2
15729,Coleslaw,2
15729,Coleslaw,3
15729,El Rojo,4
50871,La Frontera Premium IPA,4
50871,Onion Rings,5
50871,Foreman,5
53351,La Frontera Premium IPA,4
53351,Canyon Cream Ale,3
53351,Fort Pitt Ale,2
72353,Pretzels and Cheese Dip,1
66384,Pretzels and Cheese Dip,5
66384,Nordic Blonde,5
37139,Jade,1
37139,Mediterranean Hummus,2
37139,Snake Dog IPA,4
89893,Onion Rings,3
89893,Yellow Wolf Imperial IPA,5
59998,Garlic Bread,1
59998,Boneless Wings,5
59998,Garlic Bread,3
16749,Midnight Ryder,5
16141,Yellow Wolf Imperial IPA,3
16141,Yellow Wolf Imperial IPA,2
16141,Yellow Wolf Imperial IPA,3
49127,Gose,2
49127,Boxer Ice,5
94562,Milkshake Stout,1
12993,Cant Dog Imperial Pale Ale,3
76468,Paleo IPA,5
76468,Kreamed Corn,1
76468,Cheese Pizza,1
95754,Agent a Deux,4
17928,Fort Pitt Ale,4
93269,Jack the Sipper,1
26609,Bozone Hefe Weizen,2
26609,Cheeseburger,2
26609,Coleslaw,1
60009,Osiris Pale Ale,1
60009,Yellowstone Golden Ale,5
60009,Tomato Basil Soup,2
52223,Onion Rings,4
52223,Ahi Tune Bruschetta,4
52223,Redacted Rye IPA,2
62535,Grilled Cheese Trio,2
77800,Caesar Salad,2
77800,Milk Mustachio Stout,5
99637,Garlic Bread,4
99637,Boy King,4
82772,La Frontera Premium IPA,2
82772,Spinach and Artichoke Dip,1
98812,Fries,5
98812,KSA,1
98812,Dos Pistolas,4
20725,Crab Cakes,2
28719,Abigale,3
28719,Abigale,3
64808,Coleslaw,4
15968,Garlic Bread,3
15968,Chicken Taco,3
13888,Boneless Wings,4
90500,Jack Stout,5
84181,Lobster Bisque,1
84181,Boneless Wings,1
68238,Milkshake Stout,2
26366,Foreman,1
26366,Mediterranean Hummus,1
26366,Oberon,4
34754,Milk Mustachio Stout,5
34754,Milk Mustachio Stout,1
34754,Lobster Bisque,5
85109,Dos Pistolas,4
40637,Pale Dog,1
40637,Foreman,2
98207,Midnight Ryder,5
47250,Foreman,4
47250,Lobster Bisque,1
47250,Buffalo Wings,4
65483,Mozarella Sticks,5
26169,Gose,3
95613,Redband Stout,4
95613,Buffalo Wings,2
94758,Element 29,4
94758,Red Mountain Ale,1
94758,Element 29,1
96491,Nachos,5
39238,Chips and Salsa,1
39238,Jack Pine Savage,3
39238,Jack the Sipper,1
79258,Mediterranean Hummus,4
79258,Ahi Tune Bruschetta,4
30508,Coconut Shrimp,5
30508,Osiris Pale Ale,2
44200,Fried Calamari,4
44200,Alaskan Amber,1
44200,Alaskan Amber,2
14147,Milkshake Stout,1
14147,Osiris Pale Ale,2
27656,Grilled Cheese Trio,5
27656,Redband Stout,3
96059,Mediterranean Hummus,1
24406,Mediterranean Hummus,1
24406,Might As Well IPL,1
25506,Milkshake Stout,2
25506,Chicken Tortilla Soup,2
30963,Chicken Taco,2
53144,Fries,1
82318,Chicken Tortilla Soup,4
82318,Tomato Basil Soup,2
51803,Smooth Operator,1
45609,Jack the Sipper,3
91623,KSA,4
49035,Midwest Charm Farmhouse Ale,5
39134,Red Mountain Ale,3
39134,Boy King,3
18488,KSA,2
62570,Elder Betty,3
62570,Alaskan Amber,4
62570,Elder Betty,4
21367,Nonstop Hef Hop,2
21367,Yellowstone Golden Ale,5
95424,Onion Rings,5
95424,Agent a Deux,1
95424,Dolores River Pale Ale,2
67423,Red Water Irish Style Red,4
67423,Red Water Irish Style Red,5
22640,Garlic Bread,5
13378,Graham Cracker Porter,1
13378,Ahi Tune Bruschetta,4
13378,Abigale,4
78209,Agave Wheat,3
78209,Cheese Pizza,5
53941,Dolores River Pale Ale,4
53941,La Ferme Urbaine Farmhouse Ale,2
53941,Garlic Bread,1
50361,Jack Pine Savage,2
44479,Boxer Ice,4
44479,Gran Met,3
44479,Boxer Ice,4
99046,Gran Met,1
98681,Red Water Irish Style Red,1
98681,Buffalo Wings,4
63938,Boxer Light,3
63938,Capital Trail Pale Ale,1
63938,Boxer Light,5
11076,Doomtree,3
11076,Boy King,4
55365,Coleslaw,3
55365,El Rojo,2
55365,Bozone Hefe Weizen,3
25616,Yellow Wolf Imperial IPA,5
25616,Guacamole and Chips,3
25616,Boxer Light,1
70834,Beef Taco,3
70834,Pale Dog,2
17802,French Onion Soup,1
17802,Pulled Pork Sliders,3
62546,Gose,5
65398,El Rojo,1
65398,Boneless Wings,3
65398,Lobster Bisque,3
14780,Fire Eagle IPA,3
14780,Capital Trail Pale Ale,2
78060,Hamburger,5
78060,Smooth Operator,4
17592,Tomato Basil Soup,5
17592,Lobster Bisque,5
17592,Lobster Bisque,3
14625,Midnight Ryder,2
14625,Red Water Irish Style Red,4
94226,Milkshake Stout,4
94226,Milkshake Stout,3
94226,Lobster Bisque,1
51647,Gossamer Golden Ale,4
51647,Gossamer Golden Ale,5
51647,Snake Dog IPA,1
85561,Hamburger,4
27813,Guacamole and Chips,2
27813,Guacamole and Chips,3
27813,Dottie Seattle Lager,4
57998,Might As Well IPL,5
57998,Midnight Ryder,3
55139,Buffalo Wings,3
55139,Buffalo Wings,5
55139,Yeti  Imperial Stout,4
11730,Fried Calamari,5
11730,Agent a Deux,2
11730,Agent a Deux,3
62798,Dottie Seattle Lager,5
35392,Yeti  Imperial Stout,2
35392,Cheeseburger,3
30838,Yeti  Imperial Stout,4
30838,Chips and Salsa,2
30838,Chips and Salsa,5
37622,Smoky Wheat,4
37622,Jade,1
46072,Gossamer Golden Ale,1
88355,Bozone Hefe Weizen,2
88355,French Onion Soup,4
21111,Fire Eagle IPA,2
21111,Smoky Wheat,2
21111,Hamburger,4
22175,Yellow Wolf Imperial IPA,4
27885,Cheese Pizza,2
44009,Red Water Irish Style Red,3
44009,Paleo IPA,4
44009,House Salad,1
36495,Tomato Basil Soup,1
36495,Tomato Basil Soup,1
36495,Tomato Basil Soup,5
65692,Nooner,1
65692,Yellowstone Golden Ale,5
20068,Beef Taco,5
49837,Mediterranean Hummus,1
36478,Boneless Wings,5
36478,Abigale,5
19579,Snake Dog IPA,4
19579,Milkshake Stout,3
19579,Foreman,3
38821,Nordskye ,4
88607,Fire Eagle IPA,5
88607,Fire Eagle IPA,1
75598,Midnight Ryder,1
25306,Spinach and Artichoke Dip,3
16307,Garlic Bread,5
86009,Cheeseburger,4
40602,Red Water Irish Style Red,4
40602,Chicken Taco,3
40602,Red Water Irish Style Red,4
41382,Fort Pitt Ale,3
41382,Fort Pitt Ale,3
45206,Dottie Seattle Lager,1
47429,Jack's Hard Cider,5
47429,Forest Fire Imperial Smoked Rye,1
47429,La Frontera Premium IPA,1
12044,Sweet Potato Fries,3
12044,Kreamed Corn,1
12044,French Onion Soup,3
33642,Mediterranean Hummus,3
33642,Grilled Cheese Trio,3
88589,Cheese Pizza,3
88589,Cheese Pizza,3
42233,French Onion Soup,4
42301,Boxer Light,1
42301,Fort Pitt Ale,5
75240,Boy King,1
15324,Cant Dog Imperial Pale Ale,2
15324,Coleslaw,2
15324,Capital Gold Golden Lager,5
44279,Garlic Bread,3
44279,Kreamed Corn,3
44279,Capital Trail Pale Ale,2
95856,Doomtree,4
95856,Dos Pistolas,4
95856,Doomtree,3
49427,Canyon Cream Ale,2
49427,Nordskye ,2
66093,Foreman,3
49076,Garlic Bread,3
49076,Fort Pitt Ale,1
39821,Tomato Basil Soup,5
39821,Tomato Basil Soup,3
39821,Crab Cakes,3
13692,El Steinber Dark Lager,4
73000,Capital Trail Pale Ale,4
49845,Gose,4
49845,Agent a Deux,5
49845,Smooth Operator,4
90836,Nordskye ,3
95998,Jack Pine Savage,5
27841,Dottie Seattle Lager,5
27841,Kale Salad,2
75355,Red Mountain Ale,3
75355,Garlic Bread,4
75355,Red Mountain Ale,3
44712,Agent a Deux,1
44712,Onion Rings,4
44712,Grilled Chicken Quesadilla,4
72173,Fried Calamari,1
12208,Boxer Light,3
15536,Mozarella Sticks,1
43332,Onion Rings,5
12032,Firefly Amber Ale,5
12032,Firefly Amber Ale,2
87226,Nachos,5
99643,Abigale,3
19465,Tomato Basil Soup,3
19465,Tomato Basil Soup,4
78206,Boneless Wings,1
78206,Boneless Wings,4
78206,Boneless Wings,1
24945,Grilled Cheese Trio,4
24945,Pretzels and Cheese Dip,4
24945,Ahi Tune Bruschetta,1
43510,Cape Cod Red,4
43510,Fire Eagle IPA,2
89045,Milk Mustachio Stout,1
89045,Milk Mustachio Stout,3
89045,Mozarella Sticks,5
36488,Caesar Salad,5
36488,Caesar Salad,1
36488,Foreman,1
75405,Jack Stout,1
77755,Dottie Seattle Lager,5
78117,Osiris Pale Ale,3
78117,KSA,4
73989,Red Mountain Ale,2
73989,Osiris Pale Ale,5
73989,Midwest Charm Farmhouse Ale,4
39407,Snake Dog IPA,1
39407,Midwest Charm Farmhouse Ale,4
39407,Guacamole and Chips,4
17083,Pretzels and Cheese Dip,3
17083,Redacted Rye IPA,1
17083,Dolores River Pale Ale,5
78227,Onion Rings,1
78227,Canyon Cream Ale,3
78227,Fort Pitt Ale,2
16607,Fried Calamari,5
16607,House Salad,5
16607,Red Mountain Ale,2
16719,Midnight Ryder,5
16719,Milk Mustachio Stout,5
16719,Milk Mustachio Stout,1
67948,Kale Salad,5
67948,Kale Salad,4
51628,Dottie Seattle Lager,5
69346,Snaggletooth Double Pale Ale,5
69346,Lobster Bisque,2
69346,Kale Salad,5
50455,Guacamole and Chips,2
50455,Capital Trail Pale Ale,1
11652,Fire Eagle IPA,5
76677,Jack Pine Savage,5
90048,Nooner,3
20377,Fort Pitt Ale,3
20377,Yeti  Imperial Stout,2
27775,Nordskye ,5
27775,Jade,1
99199,Jade,4
99199,Jade,5
99199,Tomato Basil Soup,5
35948,Grilled Chicken Quesadilla,2
35948,Yellowfun Tempura Bites,1
35948,Grilled Chicken Quesadilla,4
73058,Red Mountain Ale,4
73058,Sweet Potato Fries,3
73058,Oberon,1
69189,Yeti  Imperial Stout,5
69189,Nonstop Hef Hop,2
67049,Snake Dog IPA,4
41641,Dolores River Pale Ale,2
41641,Pretzels and Cheese Dip,1
41641,Gran Met,4
76642,Kreamed Corn,1
76642,Boneless Wings,5
93499,Cape Cod Red,5
93499,Fried Calamari,5
93499,Red Water Irish Style Red,1
62082,Cape Cod Red,2
62082,Smooth Operator,5
62082,Cape Cod Red,3
97038,Forest Fire Imperial Smoked Rye,5
97038,Osiris Pale Ale,4
