transactionids,times,dates
30354,14:32,4-25-2016
40013,23:29,1-6-2016
40922,16:20,10-20-2016
54008,20:17,10-23-2016
32922,19:33,1-10-2016
34555,14:33,12-15-2016
52036,17:23,3-4-2016
12364,18:11,9-13-2016
55259,22:53,9-20-2016
67589,18:04,4-25-2016
18488,16:34,11-5-2016
87326,17:41,9-6-2016
27646,20:18,2-26-2016
71779,19:03,10-7-2016
27501,16:41,10-4-2016
24756,23:51,4-23-2016
88298,22:10,3-20-2016
11197,18:40,1-5-2016
45394,21:35,6-1-2016
96413,23:33,11-9-2016
22744,22:45,8-23-2016
54472,20:40,8-14-2016
24524,21:09,11-23-2016
62158,20:21,12-23-2016
57176,19:41,1-28-2016
95412,21:19,9-24-2016
78789,20:41,11-4-2016
94872,18:37,9-11-2016
97353,18:29,5-25-2016
19585,16:14,11-26-2016
15034,18:09,6-17-2016
42116,20:22,10-7-2016
78751,22:21,12-1-2016
16093,23:58,10-28-2016
21897,21:15,3-13-2016
46218,21:07,2-23-2016
17738,19:09,1-10-2016
67782,21:28,5-14-2016
98978,22:08,9-13-2016
81480,20:04,6-1-2016
89753,15:10,9-28-2016
94389,16:24,1-10-2016
65920,16:29,7-15-2016
11185,18:05,4-12-2016
33514,17:13,9-14-2016
62123,18:34,11-25-2016
12322,20:17,12-9-2016
95236,14:11,5-22-2016
18670,19:52,5-11-2016
70845,23:13,2-10-2016
84657,22:19,9-21-2016
60287,16:08,8-5-2016
73362,20:13,9-22-2016
58153,18:25,11-26-2016
82533,17:22,8-13-2016
50276,15:11,4-9-2016
51614,18:47,1-27-2016
89725,21:00,9-2-2016
85685,20:29,1-15-2016
64988,15:08,5-23-2016
27746,22:46,12-15-2016
89810,20:15,4-19-2016
27682,18:54,10-23-2016
88299,20:10,12-26-2016
13577,17:34,11-17-2016
69833,22:15,12-12-2016
65890,15:39,5-12-2016
31545,14:23,1-9-2016
67613,16:34,7-25-2016
24166,18:49,3-26-2016
11701,20:34,8-16-2016
89841,14:20,5-18-2016
27791,20:54,4-2-2016
70106,22:20,4-7-2016
84561,22:57,2-6-2016
59793,16:24,9-7-2016
14283,19:09,8-25-2016
93735,15:05,7-10-2016
56395,15:00,9-16-2016
23333,15:30,5-16-2016
35544,16:06,3-21-2016
14236,16:11,1-3-2016
38709,22:11,11-26-2016
32781,19:49,9-14-2016
36853,17:54,4-22-2016
40431,14:07,9-22-2016
25012,16:48,4-18-2016
27256,17:02,10-24-2016
84560,14:41,5-26-2016
11096,22:34,7-21-2016
91116,16:53,8-26-2016
91854,20:01,5-25-2016
67308,20:22,4-2-2016
73939,21:31,5-15-2016
95578,17:35,3-3-2016
38096,20:48,3-3-2016
95926,17:11,1-1-2016
81717,21:07,9-16-2016
69640,16:24,8-1-2016
27696,18:51,12-9-2016
96712,22:48,1-8-2016
90322,16:59,3-7-2016
10136,19:54,3-24-2016
55873,18:40,3-7-2016
23544,17:39,8-15-2016
33323,18:45,7-8-2016
77253,15:43,9-10-2016
50532,19:39,4-18-2016
23812,20:59,5-23-2016
75239,19:55,6-12-2016
57178,15:48,4-25-2016
15574,19:59,6-4-2016
19148,18:31,2-10-2016
68699,19:48,2-7-2016
54312,17:35,11-25-2016
94914,15:47,8-3-2016
21124,15:30,10-4-2016
62466,21:51,1-18-2016
38842,16:53,1-23-2016
42552,21:30,2-20-2016
35567,21:31,9-27-2016
97174,16:36,8-3-2016
74944,20:53,5-10-2016
69826,23:55,11-3-2016
38262,21:34,7-5-2016
90634,23:34,12-27-2016
36952,18:29,1-14-2016
96685,17:41,1-23-2016
70418,21:05,12-15-2016
99298,16:38,4-4-2016
12915,23:22,5-9-2016
14709,16:11,12-3-2016
93293,23:41,4-3-2016
55966,18:02,8-7-2016
60248,22:45,7-23-2016
99970,15:12,9-22-2016
80172,16:40,12-15-2016
54493,17:38,10-20-2016
77170,16:09,1-11-2016
16208,21:13,12-23-2016
76320,22:23,12-28-2016
45439,21:36,6-5-2016
25092,21:51,10-17-2016
50535,14:09,2-3-2016
12768,17:59,10-25-2016
16379,22:11,5-12-2016
21928,21:25,2-17-2016
24713,22:01,1-25-2016
78371,20:41,10-19-2016
92198,19:54,5-19-2016
79373,19:55,5-5-2016
77321,21:56,8-17-2016
89723,18:48,1-20-2016
48288,21:48,6-18-2016
85605,22:04,8-23-2016
12563,22:06,8-12-2016
97334,19:13,9-2-2016
73408,18:09,11-11-2016
77423,18:25,4-18-2016
73863,19:21,3-10-2016
98320,14:43,3-9-2016
93694,23:32,3-2-2016
34452,15:10,5-25-2016
59219,23:59,7-17-2016
78521,17:04,12-18-2016
41666,22:58,12-27-2016
70079,15:55,7-16-2016
67295,15:08,2-22-2016
94849,22:58,3-25-2016
27273,15:43,3-27-2016
97364,15:53,11-25-2016
56588,14:15,7-15-2016
44783,19:18,1-2-2016
58118,18:38,1-7-2016
54906,23:33,11-19-2016
44527,22:12,1-21-2016
86684,21:19,3-28-2016
42919,22:51,2-12-2016
96526,15:51,2-17-2016
73462,14:29,12-23-2016
71910,19:03,7-9-2016
83977,15:32,1-10-2016
59930,20:30,3-22-2016
13070,15:35,3-2-2016
92786,21:28,8-13-2016
51261,22:35,10-13-2016
36825,21:45,4-21-2016
69135,19:04,3-26-2016
48677,18:34,3-4-2016
46693,15:09,8-16-2016
60898,19:52,6-28-2016
65666,20:54,1-11-2016
47219,19:49,1-26-2016
65066,15:54,7-13-2016
11762,19:05,1-14-2016
55682,18:29,11-14-2016
89846,15:23,11-4-2016
93365,20:08,2-23-2016
28470,17:17,3-23-2016
74760,17:44,5-19-2016
22865,21:38,6-24-2016
91110,17:37,2-4-2016
45716,21:07,3-28-2016
58019,20:59,10-6-2016
59298,22:32,6-19-2016
31068,17:26,9-2-2016
90837,16:50,7-26-2016
79815,20:36,7-13-2016
52447,20:44,4-7-2016
89299,14:20,2-5-2016
68397,20:45,5-28-2016
37747,22:32,4-21-2016
49386,14:29,1-9-2016
82433,19:31,7-6-2016
92960,22:20,9-6-2016
81540,19:52,6-14-2016
65624,14:39,10-28-2016
67883,23:22,8-16-2016
32918,22:22,2-17-2016
83362,16:19,11-16-2016
11853,21:50,7-2-2016
27535,17:49,12-6-2016
92423,15:20,8-16-2016
10101,16:52,7-15-2016
12600,15:17,2-10-2016
83338,14:40,7-7-2016
75622,17:18,1-10-2016
80786,16:00,11-26-2016
31044,15:09,10-9-2016
57410,21:37,10-15-2016
49199,18:23,6-6-2016
20051,21:50,9-22-2016
85513,15:22,4-14-2016
16685,14:08,6-17-2016
37993,19:38,8-8-2016
73074,20:05,2-15-2016
47595,22:17,5-20-2016
65383,21:33,8-7-2016
42651,19:51,11-8-2016
15645,19:17,8-3-2016
50409,23:32,3-18-2016
66162,14:10,7-5-2016
54254,20:26,4-24-2016
67344,16:08,12-26-2016
39337,20:16,11-26-2016
24122,19:38,12-20-2016
88992,14:03,6-12-2016
60403,16:28,8-25-2016
77764,23:08,8-3-2016
61338,14:06,5-14-2016
85351,17:15,8-19-2016
88212,14:55,12-28-2016
33381,21:39,12-20-2016
65923,22:05,10-6-2016
29333,17:53,12-25-2016
18358,16:27,1-27-2016
29351,19:34,1-18-2016
43870,22:20,10-12-2016
10464,20:21,12-17-2016
49973,18:42,5-22-2016
56858,15:29,4-9-2016
89996,20:26,10-15-2016
83543,19:12,7-23-2016
50725,19:17,8-22-2016
81061,16:16,11-20-2016
69883,19:21,7-1-2016
23033,14:11,5-11-2016
38123,20:27,4-12-2016
45897,20:40,9-5-2016
59626,22:43,12-12-2016
99214,16:05,10-22-2016
32789,19:39,4-17-2016
74821,18:28,12-2-2016
73971,15:11,1-1-2016
57358,14:02,12-27-2016
74495,23:19,1-9-2016
98262,17:06,1-7-2016
19812,22:26,4-15-2016
98247,14:58,1-19-2016
32337,16:51,12-7-2016
41284,17:07,3-10-2016
45908,20:55,4-5-2016
82955,14:58,7-10-2016
66969,22:04,4-10-2016
57780,17:16,10-15-2016
40529,22:22,9-7-2016
14625,17:58,1-28-2016
31648,20:01,11-17-2016
77671,21:17,2-4-2016
26976,17:08,7-19-2016
74266,17:08,11-10-2016
28539,16:58,10-9-2016
13831,16:38,4-9-2016
49635,18:59,11-16-2016
68871,16:01,8-2-2016
80976,15:22,12-13-2016
41881,23:49,7-24-2016
79115,16:20,2-8-2016
85066,16:03,2-18-2016
33742,23:30,12-8-2016
10507,16:38,9-18-2016
89323,17:25,11-9-2016
41786,22:59,10-26-2016
47235,19:07,11-9-2016
65754,21:05,12-15-2016
46586,16:54,9-4-2016
40757,18:46,12-28-2016
99168,18:13,12-19-2016
98360,18:24,3-7-2016
48488,16:19,10-23-2016
17549,15:29,9-1-2016
49083,19:05,12-26-2016
89078,23:09,1-17-2016
40698,16:48,5-18-2016
28086,17:44,3-13-2016
74057,14:16,12-4-2016
87181,16:10,11-25-2016
44360,15:20,7-21-2016
24529,21:05,4-23-2016
70270,18:31,12-19-2016
88249,22:37,7-6-2016
76468,19:36,7-9-2016
70237,19:49,10-24-2016
99623,23:32,2-2-2016
41834,22:27,9-22-2016
58385,16:37,6-8-2016
11488,16:08,2-13-2016
46493,15:39,7-18-2016
66454,23:10,12-4-2016
72134,14:52,2-5-2016
77501,16:33,9-28-2016
98698,21:37,6-28-2016
30976,23:29,4-27-2016
17389,17:09,8-26-2016
55016,17:09,7-7-2016
62309,19:40,1-21-2016
23485,19:08,4-6-2016
31471,20:01,1-12-2016
15980,22:02,8-4-2016
83666,15:34,3-14-2016
29687,19:16,5-12-2016
35327,15:16,7-12-2016
90026,23:00,5-18-2016
77577,23:50,1-8-2016
89409,15:15,10-27-2016
49046,14:33,9-26-2016
67285,15:16,2-1-2016
57031,18:02,1-5-2016
11671,14:33,12-8-2016
78545,15:15,12-3-2016
92240,15:34,1-15-2016
72220,21:04,9-27-2016
12816,17:09,6-21-2016
70443,20:46,10-7-2016
22349,18:38,11-1-2016
19442,14:00,6-14-2016
22073,14:31,12-7-2016
44702,18:27,5-25-2016
30960,17:51,1-27-2016
69264,16:06,1-28-2016
13830,18:21,11-13-2016
57094,14:35,2-13-2016
19185,18:38,10-18-2016
11668,17:10,9-22-2016
28660,14:48,11-9-2016
58292,15:25,10-22-2016
30161,19:17,1-17-2016
18472,20:06,2-20-2016
45251,23:02,5-23-2016
19909,14:51,4-27-2016
77830,23:04,6-5-2016
15754,21:49,8-28-2016
82116,22:49,4-26-2016
30493,17:37,2-6-2016
91353,14:18,12-4-2016
54947,20:51,7-17-2016
82891,19:21,4-8-2016
64000,22:05,4-17-2016
18342,14:46,7-22-2016
89720,22:25,12-7-2016
83123,19:52,6-8-2016
70197,15:15,7-13-2016
99546,16:57,3-17-2016
24555,21:30,2-12-2016
75012,17:59,10-3-2016
14855,21:52,5-25-2016
91786,23:11,7-15-2016
49367,20:11,2-23-2016
28927,18:10,11-2-2016
69727,17:42,10-15-2016
76772,22:44,12-4-2016
46340,15:20,10-20-2016
77986,23:31,6-28-2016
67741,18:49,4-9-2016
69567,17:18,4-7-2016
46041,21:50,7-19-2016
62380,17:32,3-11-2016
40756,21:51,12-24-2016
73787,23:28,10-27-2016
65943,20:49,9-1-2016
77252,23:46,1-23-2016
71684,14:07,9-22-2016
40541,17:56,2-4-2016
53379,19:02,1-25-2016
69321,17:56,7-27-2016
52415,23:43,8-20-2016
23196,22:39,7-25-2016
86939,21:38,4-16-2016
36174,19:52,7-2-2016
63652,16:29,6-4-2016
56843,17:48,9-12-2016
40181,14:04,5-9-2016
70091,20:27,4-8-2016
14217,23:50,5-26-2016
40616,22:23,11-25-2016
83740,18:53,11-10-2016
28727,19:20,4-14-2016
69108,14:36,7-20-2016
21781,19:07,8-28-2016
55798,18:51,2-26-2016
86116,22:56,7-25-2016
84262,22:31,5-8-2016
91671,20:52,4-1-2016
93843,21:09,10-5-2016
97435,16:01,8-13-2016
38025,16:44,2-4-2016
36153,16:15,5-5-2016
49562,19:03,2-7-2016
77595,14:10,4-17-2016
16015,18:50,8-28-2016
32273,23:00,9-19-2016
95706,22:31,9-8-2016
87434,16:09,5-12-2016
12827,15:04,3-7-2016
65210,17:45,2-9-2016
34419,21:18,12-22-2016
23077,23:16,6-22-2016
95635,18:12,12-12-2016
34461,14:46,1-9-2016
70024,18:17,12-15-2016
58149,16:39,1-28-2016
25835,23:12,9-27-2016
81099,23:49,12-22-2016
87147,18:41,11-17-2016
49785,16:30,3-11-2016
23948,23:18,6-24-2016
44263,14:54,11-25-2016
28350,22:14,12-28-2016
93935,20:27,12-11-2016
54235,19:11,4-15-2016
21102,17:50,6-7-2016
69847,18:54,6-6-2016
45153,22:51,11-25-2016
30057,15:20,8-5-2016
83245,14:44,6-1-2016
90155,23:04,4-7-2016
69797,15:28,10-21-2016
77985,23:31,2-15-2016
35587,14:33,9-28-2016
49042,20:28,9-16-2016
57316,15:32,3-9-2016
96414,20:07,9-2-2016
39985,17:52,8-22-2016
21208,15:14,3-3-2016
10163,21:39,5-3-2016
75551,21:43,2-2-2016
87917,18:19,4-2-2016
10663,16:25,8-26-2016
33846,19:50,11-1-2016
29247,16:00,2-5-2016
35790,19:28,2-12-2016
54981,19:30,11-8-2016
18189,23:34,3-3-2016
75959,20:51,2-26-2016
80149,21:06,11-16-2016
33988,19:41,3-10-2016
96065,18:11,6-23-2016
55052,14:59,2-6-2016
27367,20:49,6-24-2016
33244,15:11,8-1-2016
56824,17:05,9-19-2016
70210,20:18,3-14-2016
94493,14:04,7-12-2016
37691,18:47,6-16-2016
55805,15:39,11-22-2016
88297,20:38,10-9-2016
29956,20:26,10-10-2016
61481,21:20,10-20-2016
25553,16:07,6-6-2016
82100,20:37,3-25-2016
37685,17:27,4-5-2016
36416,18:04,7-14-2016
83310,20:39,7-10-2016
91581,21:55,2-10-2016
58308,18:55,1-17-2016
99502,19:40,2-5-2016
12792,15:51,4-9-2016
83900,23:17,11-4-2016
94209,19:22,12-28-2016
71967,15:43,6-19-2016
26640,14:51,5-14-2016
89356,18:29,1-6-2016
48368,21:18,12-28-2016
92223,21:38,11-12-2016
85205,17:51,1-24-2016
52555,22:51,4-23-2016
93060,16:54,4-18-2016
35936,16:00,3-21-2016
79865,20:22,9-5-2016
25390,15:18,12-3-2016
49283,15:36,10-4-2016
52701,14:36,6-13-2016
87912,18:41,10-3-2016
69075,23:10,3-16-2016
48670,17:45,4-14-2016
35870,19:31,2-25-2016
40487,18:10,2-13-2016
13014,23:16,7-21-2016
69450,17:18,7-8-2016
82894,20:45,7-10-2016
56878,16:23,3-5-2016
39546,23:43,2-12-2016
18971,17:34,2-26-2016
99257,15:50,6-3-2016
94298,18:50,4-22-2016
62924,15:17,1-15-2016
16595,16:38,4-1-2016
29918,16:46,11-11-2016
87717,19:59,9-20-2016
75180,16:22,4-3-2016
29650,18:16,10-17-2016
69570,20:25,11-15-2016
54793,19:32,11-25-2016
58989,15:23,4-10-2016
75259,20:52,10-16-2016
93741,18:37,7-15-2016
92622,19:13,6-27-2016
52426,23:02,8-19-2016
91042,22:44,2-5-2016
51801,14:58,1-17-2016
20188,18:30,12-3-2016
97325,17:40,8-12-2016
86605,22:16,6-22-2016
30446,17:36,8-27-2016
15434,22:51,9-10-2016
91383,19:22,1-24-2016
48274,17:43,3-17-2016
81379,20:49,4-6-2016
51694,18:17,4-21-2016
34212,15:42,12-28-2016
29641,22:53,2-18-2016
60859,23:14,1-11-2016
84660,16:12,2-15-2016
71016,15:14,1-12-2016
57751,23:58,8-3-2016
68111,22:40,3-4-2016
43034,14:57,6-8-2016
56433,18:56,11-25-2016
90383,23:36,7-18-2016
10757,21:59,3-7-2016
75813,20:53,8-20-2016
80755,15:54,11-3-2016
49517,15:40,3-8-2016
63547,21:58,1-20-2016
28195,17:22,5-2-2016
89828,15:44,11-4-2016
86592,18:30,6-6-2016
99050,15:48,9-27-2016
78440,19:04,6-28-2016
55483,17:20,1-19-2016
14300,16:36,7-8-2016
76944,20:55,5-27-2016
75788,18:03,8-12-2016
65743,14:24,2-21-2016
49245,23:21,3-10-2016
74808,21:13,2-14-2016
67805,20:51,10-2-2016
78810,16:30,3-14-2016
39332,23:44,10-5-2016
26951,23:50,5-14-2016
88954,18:48,3-15-2016
39436,17:13,6-4-2016
82222,23:52,5-5-2016
30651,22:44,8-22-2016
63254,19:38,10-15-2016
21687,23:27,12-8-2016
54605,21:29,1-5-2016
14809,17:03,3-5-2016
80124,22:56,10-3-2016
66461,15:14,8-4-2016
23685,18:54,1-27-2016
66204,21:58,2-3-2016
40465,14:53,10-28-2016
22702,14:15,3-26-2016
68175,15:16,2-2-2016
67275,19:21,11-8-2016
60836,15:29,7-21-2016
44854,15:23,4-20-2016
77734,16:42,9-16-2016
53298,21:13,3-3-2016
86846,20:29,12-12-2016
87359,16:04,1-26-2016
79204,18:50,8-7-2016
54462,21:02,4-18-2016
88101,14:44,4-8-2016
50128,18:57,11-18-2016
30783,17:11,3-10-2016
89745,19:28,1-9-2016
93467,15:06,6-4-2016
71841,22:06,11-4-2016
73896,14:58,10-12-2016
73302,23:21,1-25-2016
61813,17:37,4-16-2016
51970,18:50,7-3-2016
54463,21:38,1-15-2016
17567,16:02,1-2-2016
35591,18:28,2-15-2016
64474,18:11,12-7-2016
18946,20:24,7-11-2016
50938,17:53,11-17-2016
43859,14:55,8-6-2016
83358,17:42,1-12-2016
99099,14:44,12-3-2016
49455,17:35,6-24-2016
92084,14:59,1-28-2016
31734,17:52,9-10-2016
79064,15:08,11-24-2016
91947,15:50,7-25-2016
25275,18:14,5-12-2016
54857,17:55,3-4-2016
15647,20:22,3-17-2016
30929,23:48,5-27-2016
97424,21:41,1-12-2016
87427,22:52,9-7-2016
69927,16:10,8-24-2016
42324,17:47,2-20-2016
71172,14:41,9-12-2016
72173,14:32,2-28-2016
53757,15:02,2-15-2016
36310,17:56,1-12-2016
11411,14:15,11-3-2016
49576,19:38,5-5-2016
24356,18:40,8-24-2016
59549,18:58,3-26-2016
59084,20:48,8-17-2016
53318,16:07,5-12-2016
99582,22:06,8-3-2016
47523,22:59,2-22-2016
11322,19:53,7-27-2016
16078,20:18,6-17-2016
83772,21:24,10-16-2016
88614,17:09,12-12-2016
89886,16:04,4-16-2016
82716,20:30,11-24-2016
60561,21:31,8-12-2016
37798,19:28,12-19-2016
66133,18:57,10-5-2016
78725,15:47,1-14-2016
15683,15:21,9-26-2016
16459,21:54,2-10-2016
65703,15:41,7-8-2016
27557,19:40,6-19-2016
66213,17:55,3-10-2016
34595,20:04,6-20-2016
23293,21:23,12-10-2016
40378,23:26,12-1-2016
72978,23:45,4-8-2016
64722,14:32,8-19-2016
33464,20:30,10-4-2016
93495,22:44,6-4-2016
32908,14:04,6-8-2016
21372,21:44,6-22-2016
19032,21:43,7-2-2016
88053,16:18,10-7-2016
75088,22:32,6-21-2016
81892,17:32,1-12-2016
82371,22:16,8-1-2016
41974,23:30,8-11-2016
58377,17:32,2-7-2016
95143,15:14,2-2-2016
48154,14:24,4-1-2016
67076,18:35,12-12-2016
98613,17:02,10-16-2016
49210,22:29,8-8-2016
95255,18:32,4-1-2016
93834,15:26,2-8-2016
51665,19:52,7-20-2016
63883,18:32,10-1-2016
62183,22:51,8-28-2016
78276,21:37,5-13-2016
66418,14:36,9-16-2016
23947,16:57,9-9-2016
60041,18:04,11-11-2016
46945,16:45,3-13-2016
40074,19:25,11-4-2016
75192,17:55,4-18-2016
92331,23:35,7-20-2016
87126,23:01,7-10-2016
83516,23:59,11-10-2016
82708,22:26,9-19-2016
58789,15:43,9-19-2016
70394,19:23,9-17-2016
37895,22:53,1-12-2016
67738,23:37,4-13-2016
66147,17:53,10-25-2016
46779,21:07,1-9-2016
35331,23:19,4-21-2016
49992,22:59,2-16-2016
60039,14:03,8-4-2016
78482,18:29,12-21-2016
38884,20:45,7-4-2016
78213,23:42,7-28-2016
97095,21:12,12-23-2016
39598,23:48,12-16-2016
37622,15:24,2-15-2016
89897,15:49,4-28-2016
45771,21:21,12-26-2016
87213,23:34,6-25-2016
21901,23:41,6-16-2016
57696,23:50,12-6-2016
29887,20:20,4-17-2016
64294,15:26,2-4-2016
53658,23:08,9-2-2016
92673,21:02,2-28-2016
19883,17:20,8-21-2016
47449,23:32,11-15-2016
85849,22:47,5-13-2016
59737,21:07,2-22-2016
19425,16:44,2-20-2016
46670,15:44,9-20-2016
70710,20:36,11-17-2016
47808,14:42,7-4-2016
61245,21:22,3-5-2016
30314,19:41,7-16-2016
76036,23:23,2-16-2016
66466,15:56,10-17-2016
51647,21:33,10-20-2016
39937,23:14,11-14-2016
25808,16:22,9-2-2016
44595,21:06,5-18-2016
91343,21:21,8-5-2016
41942,16:55,6-27-2016
86341,16:13,3-5-2016
60364,14:26,2-8-2016
64478,21:23,9-7-2016
57220,21:06,6-27-2016
44325,18:06,6-18-2016
19636,22:24,2-25-2016
67358,15:10,9-2-2016
69242,22:12,12-8-2016
27335,16:23,2-25-2016
24110,17:08,6-18-2016
46980,23:53,4-3-2016
46902,17:26,12-16-2016
50082,17:06,12-28-2016
39864,19:30,9-5-2016
56252,22:00,3-23-2016
43439,14:08,3-18-2016
47622,16:35,2-11-2016
31483,23:36,6-12-2016
43646,18:42,6-26-2016
70703,22:47,11-5-2016
77290,19:39,4-24-2016
61696,16:30,4-8-2016
83092,17:06,9-7-2016
94703,22:02,10-22-2016
34041,16:41,2-3-2016
12462,14:54,6-24-2016
77405,18:29,1-12-2016
19249,18:06,5-6-2016
96749,16:36,9-16-2016
58863,23:39,1-10-2016
89840,22:27,8-28-2016
82349,23:01,9-20-2016
48548,22:24,7-19-2016
15867,15:48,9-8-2016
95299,20:46,4-4-2016
27647,17:28,7-19-2016
48242,15:05,4-7-2016
66507,15:59,9-25-2016
15968,17:59,9-25-2016
74524,22:39,12-28-2016
12968,23:51,9-6-2016
24790,17:29,9-28-2016
81934,15:35,2-9-2016
55044,15:37,2-1-2016
16781,22:13,12-5-2016
25714,20:29,12-28-2016
50307,21:28,10-7-2016
12539,16:16,8-1-2016
64543,19:57,2-20-2016
12928,16:34,6-18-2016
99846,19:21,1-18-2016
74272,23:23,10-11-2016
50685,21:58,11-12-2016
26463,16:20,5-21-2016
48032,15:01,7-27-2016
82053,16:54,1-8-2016
25185,18:53,7-14-2016
49954,18:01,1-22-2016
59599,16:55,1-28-2016
14328,23:10,9-6-2016
25776,17:18,8-20-2016
69992,18:29,9-28-2016
53672,17:40,9-18-2016
63942,23:48,4-23-2016
49878,21:45,3-8-2016
19647,19:05,11-17-2016
70532,22:10,3-5-2016
31227,23:09,5-5-2016
80962,18:25,12-4-2016
54408,16:18,1-25-2016
58226,15:16,11-11-2016
12656,21:21,4-10-2016
12999,23:00,10-19-2016
22142,20:22,12-8-2016
51898,17:32,8-4-2016
20701,20:45,11-9-2016
62664,17:00,2-7-2016
53357,20:58,9-23-2016
57467,15:29,11-23-2016
75400,20:56,8-2-2016
67467,18:10,7-27-2016
16821,23:58,3-11-2016
51378,20:19,12-26-2016
12867,14:45,7-2-2016
38527,15:24,7-16-2016
73066,20:03,8-15-2016
15236,17:35,11-26-2016
24868,14:52,6-23-2016
59454,22:12,6-15-2016
35497,17:35,12-25-2016
32430,18:13,7-8-2016
69146,22:56,12-5-2016
36475,14:12,10-16-2016
48723,16:05,6-2-2016
14563,23:07,11-11-2016
38159,18:02,3-1-2016
80159,16:23,6-11-2016
47124,15:47,3-6-2016
44165,19:44,1-5-2016
35716,22:52,11-25-2016
92662,20:31,2-6-2016
23699,22:40,3-27-2016
23627,20:52,2-21-2016
29972,23:02,2-1-2016
46906,20:36,8-22-2016
14543,17:24,10-22-2016
34193,20:19,2-20-2016
47671,14:58,3-12-2016
88641,21:08,3-22-2016
87586,18:36,7-1-2016
27933,20:49,4-19-2016
31985,16:27,9-6-2016
76300,19:50,8-25-2016
28134,22:16,12-24-2016
14567,23:12,6-21-2016
93271,19:42,2-4-2016
28652,23:39,9-1-2016
13419,15:04,11-16-2016
34625,16:38,12-5-2016
24764,19:46,12-19-2016
97008,23:53,2-10-2016
74333,14:22,2-1-2016
19091,19:59,8-15-2016
18094,21:43,2-19-2016
19289,21:14,2-24-2016
20421,22:05,11-7-2016
77929,18:15,4-5-2016
11631,14:29,10-15-2016
84792,17:46,5-27-2016
43514,23:42,5-20-2016
61656,14:14,8-18-2016
90399,18:50,12-25-2016
86322,16:15,10-2-2016
22506,16:04,1-26-2016
35169,17:22,3-9-2016
71906,19:01,5-18-2016
84135,16:58,11-23-2016
35313,15:04,2-7-2016
36498,22:38,1-18-2016
75313,20:33,10-22-2016
46565,16:15,12-19-2016
61640,23:05,7-2-2016
63717,15:29,7-1-2016
97201,14:04,7-22-2016
10723,21:15,4-27-2016
75760,22:56,5-5-2016
34965,19:40,11-9-2016
15718,18:59,5-14-2016
37030,14:57,11-2-2016
23731,19:14,3-16-2016
81498,16:56,1-27-2016
58738,16:57,7-20-2016
78287,16:00,6-1-2016
36836,16:55,10-15-2016
64659,20:47,9-2-2016
28642,19:32,3-20-2016
12338,21:14,8-12-2016
71321,19:32,2-6-2016
10831,15:44,11-17-2016
92712,23:55,10-3-2016
14038,23:47,11-15-2016
10336,16:44,8-9-2016
48773,17:56,11-20-2016
81516,21:05,2-2-2016
86533,19:59,9-20-2016
90964,20:53,7-17-2016
92175,18:03,9-5-2016
37847,18:38,5-1-2016
41253,21:26,7-5-2016
72486,22:41,6-1-2016
24531,16:08,12-22-2016
92333,17:51,3-5-2016
90119,21:34,11-14-2016
74023,14:46,1-1-2016
22340,17:40,10-24-2016
41367,15:18,9-22-2016
99226,14:31,10-1-2016
40023,19:25,12-21-2016
70272,18:43,1-27-2016
65824,22:15,7-6-2016
96780,22:17,6-21-2016
70723,18:47,3-3-2016
63043,19:56,10-1-2016
38738,17:40,4-22-2016
14405,23:05,2-2-2016
47051,16:15,4-8-2016
79988,17:04,7-22-2016
18698,21:06,10-25-2016
41968,17:29,3-21-2016
21076,14:45,4-23-2016
75346,22:21,5-14-2016
33811,19:20,4-20-2016
50230,19:16,2-10-2016
44678,22:15,2-26-2016
38847,18:54,5-13-2016
95174,21:01,10-2-2016
20884,22:31,5-16-2016
20756,14:55,8-19-2016
28314,23:42,12-9-2016
72083,19:24,5-1-2016
40871,20:51,6-24-2016
96443,19:47,10-14-2016
30754,17:27,5-27-2016
24836,19:15,2-6-2016
24698,19:03,10-28-2016
70174,20:18,3-3-2016
98570,20:01,10-11-2016
84564,17:37,9-16-2016
24160,23:09,11-22-2016
79062,23:23,1-21-2016
86993,19:43,10-28-2016
70985,16:38,6-24-2016
48989,20:51,7-6-2016
44366,17:30,2-9-2016
55340,19:14,5-5-2016
20163,17:58,7-12-2016
77387,21:18,2-3-2016
72467,18:46,7-21-2016
33685,20:49,10-6-2016
41282,15:22,4-27-2016
76235,17:43,1-19-2016
99573,23:23,12-7-2016
99606,17:09,1-27-2016
97640,21:04,4-14-2016
76521,23:20,9-7-2016
29971,23:36,12-15-2016
58694,16:18,4-28-2016
92031,16:47,3-1-2016
87328,17:00,6-17-2016
67841,17:37,12-8-2016
31188,17:26,5-19-2016
73479,14:41,9-20-2016
10392,18:40,5-5-2016
84244,15:25,10-13-2016
43266,15:07,10-6-2016
34120,16:58,8-25-2016
79422,17:50,11-25-2016
74512,19:24,5-1-2016
32464,17:01,6-12-2016
18777,23:02,2-1-2016
29151,18:02,8-19-2016
13726,14:49,2-10-2016
86522,22:28,10-9-2016
79680,23:08,11-12-2016
57301,14:12,12-25-2016
64584,20:13,12-14-2016
67471,18:56,4-9-2016
30033,14:04,11-28-2016
55387,20:08,9-19-2016
72796,20:29,3-14-2016
11935,19:04,11-19-2016
18464,21:14,6-9-2016
21294,21:30,11-24-2016
18120,22:47,7-3-2016
36283,23:50,11-1-2016
87463,14:33,6-21-2016
88402,23:56,4-1-2016
